Year,Area,Street,Street 2,Strange HTM
2012,,New̴Street̴Station.,New Street Station.,
2012,," nEW̴sTREET,̴Birmingham"," nEW sTREET, Birmingham",
2012,," New̴Street,̴City̴Centre"," New Street, City Centre",
2012,," New̴street,̴City̴Centre"," New street, City Centre",
2012,," New̴Street,̴City̴Centre"," New Street, City Centre",
2012,," New̴Street,̴City̴Centre"," New Street, City Centre",
2012,," New̴Street,̴City̴centre"," New Street, City centre",
2012,," New̴Street,̴City̴Centre."," New Street, City Centre.",
2012,," Newtown̴Drive,̴Newtown"," Newtown Drive, Newtown",
2012,,ninehva̴road,ninehva road,
2012,," Nineva̴Road,̴Handlworth"," Nineva Road, Handlworth",
2012,," Ninevah̴Road,̴Birmingham"," Ninevah Road, Birmingham",
2012,," Niniva̴Road,̴Handsworth"," Niniva Road, Handsworth",
2012,,o/s̴Bliss̴Nightclub,o/s Bliss Nightclub,
2012,," o/s̴Bliss,̴Broad̴Street"," o/s Bliss, Broad Street",
2012,," o/s̴Gatecrasher,̴Broad̴Street"," o/s Gatecrasher, Broad Street",
2012,," o/s̴Gatecrasher,̴Broad̴Street"," o/s Gatecrasher, Broad Street",
2012,," o/s̴Gatecrasher,̴Broad̴Street"," o/s Gatecrasher, Broad Street",
2012,," o/s̴Gatecrasher,̴Broad̴Street"," o/s Gatecrasher, Broad Street",
2012,," o/s̴Gatecrasher,̴Broad̴Street"," o/s Gatecrasher, Broad Street",
2012,,O/S̴New̴Street̴Train̴Station,O/S New Street Train Station,
2012,," o/s̴Ricco,̴Broad̴Street"," o/s Ricco, Broad Street",
2012,," o/s̴St̴Martins̴Hospital,̴Bull̴Ring̴area"," o/s St Martins Hospital, Bull Ring area",
2012,," o/s̴St̴Martins̴Hospital,̴Bull̴Ring̴area"," o/s St Martins Hospital, Bull Ring area",
2012,,O/S̴Thornhill̴Road̴Police̴Station,O/S Thornhill Road Police Station,
2012,,O/S̴walkabout̴Broad̴street,O/S walkabout Broad street,
2012,," o/s̴Walkabout,̴Broad̴Street"," o/s Walkabout, Broad Street",
2012,," o/s̴Walkabout,̴Broad̴Street,̴Birmingham"," o/s Walkabout, Broad Street, Birmingham",
2012,," O2̴Acadamy,Bristol̴Street"," O2 Acadamy,Bristol Street",
2012,," o2̴Academy,̴Birmingham"," o2 Academy, Birmingham",
2012,,Old̴Snow̴Hill,Old Snow Hill,
2012,," Outside̴Arcadia̴Centre,̴City̴cENTRE"," Outside Arcadia Centre, City cENTRE",
2012,," Outside̴Bliss,Broad̴Street"," Outside Bliss,Broad Street",
2012,,Outside̴the̴Village̴PH̴Digbeth,Outside the Village PH Digbeth,
2012,," Oxford̴Street,̴Digbeth"," Oxford Street, Digbeth",
2012,," Oxhill̴Road,̴Handsworth,̴Birmingham"," Oxhill Road, Handsworth, Birmingham",
2012,," Paradise̴Circus,̴Birmingham"," Paradise Circus, Birmingham",
2012,," Paradise̴Circus,̴City̴Centre"," Paradise Circus, City Centre",
2012,,Paradise̴Forum,Paradise Forum,
2012,,Paradise̴Forum,Paradise Forum,
2012,,Park̴Road,Park Road,
2012,,park̴street,park street,
2012,,park̴street,park street,
2012,,peel̴street,peel street,
2012,," Pershore̴Street,̴City̴Centre"," Pershore Street, City Centre",
2012,," Pershore̴Street,̴City̴Centre."," Pershore Street, City Centre.",
2012,,PIC's̴H/A,PIC's H/A,
2012,," Platform̴7,̴Birmingham̴New̴Street"," Platform 7, Birmingham New Street",
2012,,Princip̴St,Princip St,
2012,,Prior̴Queens̴Way,Prior Queens Way,
2012,,Priory̴Queensway,Priory Queensway,
2012,,Priory̴Square,Priory Square,
2012,," Putney̴Road,̴Handsworth"," Putney Road, Handsworth",
2012,,Queens̴Way,Queens Way,
2012,," Queens̴Way,̴birmingham̴City̴Centre"," Queens Way, birmingham City Centre",
2012,," queslett̴Road,̴Great̴Barr"," queslett Road, Great Barr",
2012,," Rainbow̴Bar,̴Digbeth,̴Birmingham"," Rainbow Bar, Digbeth, Birmingham",
2012,,rainbow̴warehouse̴club,rainbow warehouse club,
2012,,rainbow̴warehouse̴club,rainbow warehouse club,
2012,," Rea̴̴Street,̴Digbeth"," Rea  Street, Digbeth",
2012,," Rea̴Street,̴City̴Centre"," Rea Street, City Centre",
2012,," Reception̴area̴of̴IBIS̴Hotel,̴Ladywell̴Walk"," Reception area of IBIS Hotel, Ladywell Walk",
2012,," Richmond̴Road,̴Stechford"," Richmond Road, Stechford",
2012,," Rococco,̴Broad̴St,̴Birmingham"," Rococco, Broad St, Birmingham",
2012,,rookery̴road,rookery road,
2012,," Rushden̴Street,̴Ladywood"," Rushden Street, Ladywood",
2012,,Sainsbury̴Oldbury,Sainsbury Oldbury,
2012,,Sandon̴Road,Sandon Road,
2012,,Sheepcote̴Street̴back̴of̴Brindley̴Place,Sheepcote Street back of Brindley Place,
2012,,Sherlock̴St,Sherlock St,
2012,," Sherlock̴St,̴Birmingham"," Sherlock St, Birmingham",
2012,," Small̴Brook,̴Queensway"," Small Brook, Queensway",
2012,,Smallbrook̴Queensway,Smallbrook Queensway,
2012,,Smallbrook̴Queensway,Smallbrook Queensway,
2012,,Smallbrook̴Queensway,Smallbrook Queensway,
2012,,Smallbrook̴Queensway,Smallbrook Queensway,
2012,,Smallbrook̴Queensway,Smallbrook Queensway,
2012,,smallbrook̴queensway,smallbrook queensway,
2012,," Smallbrook̴Queensway,̴Birmingham"," Smallbrook Queensway, Birmingham",
2012,,Soho̴Road,Soho Road,
2012,,soho̴road,soho road,
2012,,Soho̴Road,Soho Road,
2012,,soho̴road,soho road,
2012,," SOHO̴ROAD,̴Handsworth"," SOHO ROAD, Handsworth",
2012,,Spical̴Street,Spical Street,
2012,," Spiceal̴Street,̴Bullring"," Spiceal Street, Bullring",
2012,,Springhill̴Winson̴Green,Springhill Winson Green,
2012,,ST̴Johns̴Walk,ST Johns Walk,
2012,," St̴Martins̴Church,̴Bullring"," St Martins Church, Bullring",
2012,," St̴Martins̴Church,̴Bullring"," St Martins Church, Bullring",
2012,,St̴martins̴queensway,St martins queensway,
2012,," St̴Martins̴Square,̴City̴Centre"," St Martins Square, City Centre",
2012,,St̴Phillips̴cathedral,St Phillips cathedral,
2012,," St̴Phillips̴Churchyard,̴Temple̴Row"," St Phillips Churchyard, Temple Row",
2012,,star̴city,star city,
2012,," Star̴City,̴Birmingham"," Star City, Birmingham",
2012,,Stealhouse̴lane,Stealhouse lane,
2012,,Steelhouse̴Lane,Steelhouse Lane,
2012,,Steelhouse̴Lane,Steelhouse Lane,
2012,,Steelhouse̴Lane̴City̴Centre,Steelhouse Lane City Centre,
2012,,Steelhouse̴Lane̴Police̴Station,Steelhouse Lane Police Station,
2012,," Suffolk̴Street̴Queensway,̴City̴Centre"," Suffolk Street Queensway, City Centre",
2012,," Summer̴Row,̴Birmingham"," Summer Row, Birmingham",
2012,," Summer̴Row,̴Birmingham"," Summer Row, Birmingham",
2012,," Summer̴Row,City̴centre"," Summer Row,City centre",
2012,,Tanhouse̴fish̴bar,Tanhouse fish bar,
2012,," Tescos,̴Aston"," Tescos, Aston",
2012,," Tescos,̴New̴Street"," Tescos, New Street",
2012,,Tew̴Park̴Road̴Handsworth,Tew Park Road Handsworth,
2012,,The̴Arcadian̴Centre,The Arcadian Centre,
2012,," The̴Bullring,"," The Bullring,",
2012,," The̴Review̴Bar,̴Arcadian,̴Birmingham"," The Review Bar, Arcadian, Birmingham",
2012,," thimblemill̴Road,̴smethwick"," thimblemill Road, smethwick",
2012,," Three̴Shires̴Oak̴Road,̴Bearwood"," Three Shires Oak Road, Bearwood",
2012,,Union̴Passage,Union Passage,
2012,," Union̴Street,̴City̴Centre"," Union Street, City Centre",
2012,,Upper̴Bull̴St̴O/S̴Priory̴Court,Upper Bull St O/S Priory Court,
2012,,upper̴dean̴st,upper dean st,
2012,," Upper̴Dean̴Street,̴Birmingham"," Upper Dean Street, Birmingham",
2012,," Vauxhall̴Road,̴Neachells"," Vauxhall Road, Neachells",
2012,," Vauxhall̴Road,̴Neachells"," Vauxhall Road, Neachells",
2012,," Vicarage̴Road,handsworth"," Vicarage Road,handsworth",
2012,," Vicarge̴Road,̴Edgbaston"," Vicarge Road, Edgbaston",
2012,,Victoria̴Square,Victoria Square,
2012,,Victoria̴Square,Victoria Square,
2012,,Victoria̴Square,Victoria Square,
2012,," Victoria̴Square̴Step,̴Birmingham"," Victoria Square Step, Birmingham",
2012,,Victoria̴Square.̴City̴Centre.,Victoria Square. City Centre.,
2012,," Villa̴Road,Lozells"," Villa Road,Lozells",
2012,," wallface,̴west̴bromwich"," wallface, west bromwich",
2012,,Waters̴Street,Waters Street,
2012,," Waverhill̴Park,̴Handsworth"," Waverhill Park, Handsworth",
2012,,Waverly̴Hill̴Park,Waverly Hill Park,
2012,," Wellington̴Crescent,̴Handsworth,̴Birmingham"," Wellington Crescent, Handsworth, Birmingham",
2012,," West̴Avenue,̴Handsworth̴Wood"," West Avenue, Handsworth Wood",
2012,,whitmore̴st,whitmore st,
2012,," Whitmore̴Street,̴Bordesley̴Green"," Whitmore Street, Bordesley Green",
2012,,whitomore̴st,whitomore st,
2012,,Willes̴Road,Willes Road,
2012,,Winson̴St,Winson St,
2012,,Winson̴St,Winson St,
2012,," Witton̴Lodge̴Road,̴Erdington"," Witton Lodge Road, Erdington",
2012,," Wright̴Street,Small̴heath"," Wright Street,Small heath",
2012,,wrottesley̴st,wrottesley st,
2012,Coventry,gosford̴st,gosford st,
2012,,Albany̴ph,Albany ph,
2012,," Allard̴Way,̴Coventry"," Allard Way, Coventry",
2012,," Allesley̴Old̴Rd̴,Coventry."," Allesley Old Rd ,Coventry.",
2012,,allton̴road,allton road,
2012,,Ansty̴Road,Ansty Road,
2012,," Arena̴Park̴,̴Coventry."," Arena Park , Coventry.",
2012,,beake̴avneue,beake avneue,
2012,,beake̴avneue,beake avneue,
2012,,beake̴avneue,beake avneue,
2012,,Bedlam̴Lane,Bedlam Lane,
2012,,bedlam̴road,bedlam road,
2012,,birmingham̴international,birmingham international,
2012,,Birmingham̴International̴Railway̴Station,Birmingham International Railway Station,
2012,,Blackberry̴Lane,Blackberry Lane,
2012,,bowers̴close,bowers close,
2012,,Britannia̴Hotel,Britannia Hotel,
2012,,broad̴park̴road,broad park road,
2012,,Broadgate,Broadgate,
2012,," Calcott̴House,̴Chace̴Avenue,̴Coventry"," Calcott House, Chace Avenue, Coventry",
2012,,Car̴park̴arena̴park,Car park arena park,
2012,,Carmelite̴Road,Carmelite Road,
2012,," Chace̴Avenue̴Police̴Staion,̴Front̴Office."," Chace Avenue Police Staion, Front Office.",
2012,,clay̴lane,clay lane,
2012,,concourse̴sky̴dome,concourse sky dome,
2012,,Corporation̴Street,Corporation Street,
2012,,Corporation̴Street,Corporation Street,
2012,,corporation̴street,corporation street,
2012,,Corporation̴Street,Corporation Street,
2012,,Coundon̴Wedge̴drive̴Coventry,Coundon Wedge drive Coventry,
2012,,coventry̴central̴police̴station,coventry central police station,
2012,,coventry̴central̴police̴station,coventry central police station,
2012,,coventry̴oak̴PH,coventry oak PH,
2012,,cox̴st̴Coventry,cox st Coventry,
2012,,Croft̴Road,Croft Road,
2012,,Croft̴Road,Croft Road,
2012,,croft̴road̴coventry,croft road coventry,
2012,,Cross̴Cheaping,Cross Cheaping,
2012,,CVFO,CVFO,
2012,,CVFO,CVFO,
2012,,CVFO,CVFO,
2012,,CVFO,CVFO,
2012,,denham̴avenue,denham avenue,
2012,,Earlsdon̴Street,Earlsdon Street,
2012,,elliman̴gardens,elliman gardens,
2012,," Ellys̴Road̴,Radford."," Ellys Road ,Radford.",
2012,,Far̴Gosford̴street,Far Gosford street,
2012,,Far̴Gosford̴Street,Far Gosford Street,
2012,,flying̴standard,flying standard,
2012,," Flying̴standard,̴Trinity̴street,̴Coventry"," Flying standard, Trinity street, Coventry",
2012,,Foleshill̴Rd,Foleshill Rd,
2012,,Foleshill̴Road,Foleshill Road,
2012,,foleshill̴road,foleshill road,
2012,," Foleshill̴Road,̴Coventry"," Foleshill Road, Coventry",
2012,,front̴office,front office,
2012,,front̴office,front office,
2012,," Front̴Office̴Car̴Park̴,Little̴park̴St̴,Coventry."," Front Office Car Park ,Little park St ,Coventry.",
2012,," Front̴Office,̴Little̴Park̴St̴,̴Coventry"," Front Office, Little Park St , Coventry",
2012,,gosford̴street,gosford street,
2012,,Gosford̴Street,Gosford Street,
2012,," Gosford̴Street,̴Coventry"," Gosford Street, Coventry",
2012,,Grangemouth̴Road,Grangemouth Road,
2012,,hale̴street,hale street,
2012,,HALE̴STREET,HALE STREET,
2012,,Hales̴Street,Hales Street,
2012,,hales̴street,hales street,
2012,,hampton̴road̴Coventry,hampton road Coventry,
2012,," Harnall̴Lane̴West̴,̴Coventry."," Harnall Lane West , Coventry.",
2012,,harnell̴lane̴east,harnell lane east,
2012,,harnell̴lane̴east,harnell lane east,
2012,," harper̴road,̴coventry"," harper road, coventry",
2012,," harper̴road,̴coventry"," harper road, coventry",
2012,,Heath̴Road,Heath Road,
2012,,Hersal̴common,Hersal common,
2012,,Hertford̴Street,Hertford Street,
2012,,hollybush̴PH,hollybush PH,
2012,,hollybush̴PH,hollybush PH,
2012,," Holyhead̴Road,̴Coventry."," Holyhead Road, Coventry.",
2012,,Homer̴Road,Homer Road,
2012,,jardine̴crescent,jardine crescent,
2012,,Jordan̴well,Jordan well,
2012,,jtn̴5̴coventry̴ring̴road,jtn 5 coventry ring road,
2012,,Jubilee̴Crescent,Jubilee Crescent,
2012,,Kasbah,Kasbah,
2012,," Kasbah̴Night̴Club,̴Coventry"," Kasbah Night Club, Coventry",
2012,," Kenilworth̴Rd̴,Coventry."," Kenilworth Rd ,Coventry.",
2012,," king̴william̴street,̴coventry"," king william street, coventry",
2012,,little̴park̴st,little park st,
2012,," Little̴Park̴St̴,Coventry."," Little Park St ,Coventry.",
2012,,Little̴Park̴Street,Little Park Street,
2012,,Little̴Park̴Street,Little Park Street,
2012,,Little̴Park̴Street,Little Park Street,
2012,,Little̴Park̴Street,Little Park Street,
2012,," little̴park̴street,̴city̴centre"," little park street, city centre",
2012,,longford,longford,
2012,,Longford̴Road,Longford Road,
2012,,Lower̴Ford̴Street,Lower Ford Street,
2012,,Lower̴Ford̴Street,Lower Ford Street,
2012,," Lower̴Holyhead̴Road,̴Coventry."," Lower Holyhead Road, Coventry.",
2012,,Lyndale̴road,Lyndale road,
2012,,ma̴front̴office,ma front office,
2012,,MAFO,MAFO,
2012,,MAFO,MAFO,
2012,," Market̴Way̴,̴Coventry."," Market Way , Coventry.",
2012,,Marlcroft,Marlcroft,
2012,,Masser̴Road,Masser Road,
2012,,Masser̴Road,Masser Road,
2012,,Masser̴Road,Masser Road,
2012,,Masser̴Road,Masser Road,
2012,,Masser̴Road,Masser Road,
2012,,MB̴front̴office,MB front office,
2012,,MCFO,MCFO,
2012,,Meadow̴St,Meadow St,
2012,,Middlemarch̴Road,Middlemarch Road,
2012,," Middlemarch̴Road̴,Radford̴,Coventry."," Middlemarch Road ,Radford ,Coventry.",
2012,,mile̴lane,mile lane,
2012,,mile̴lane,mile lane,
2012,,Millennium̴Place,Millennium Place,
2012,,Moore̴Street,Moore Street,
2012,,murray̴road,murray road,
2012,,new̴union̴street,new union street,
2012,,new̴union̴street,new union street,
2012,,New̴Union̴Street,New Union Street,
2012,,Outside̴CVFO,Outside CVFO,
2012,," Oxford̴Street,̴Coventry"," Oxford Street, Coventry",
2012,,penny̴park̴lane,penny park lane,
2012,," Pensilva̴Close,̴Hillfields"," Pensilva Close, Hillfields",
2012,,Pool̴Meadow̴Bus̴Station,Pool Meadow Bus Station,
2012,,pool̴meadow̴bus̴station,pool meadow bus station,
2012,,pool̴meadow̴bus̴station,pool meadow bus station,
2012,," Pool̴Meadow̴Bus̴Station̴,̴Coventry."," Pool Meadow Bus Station , Coventry.",
2012,,Pool̴Meadow̴Bus̴Station.,Pool Meadow Bus Station.,
2012,," Pool̴Meadow̴Police̴Station,̴Coventry"," Pool Meadow Police Station, Coventry",
2012,,primrose̴hill̴st̴Coventry,primrose hill st Coventry,
2012,,Primrose̴Hill̴Street,Primrose Hill Street,
2012,,Primrose̴Hill̴Street,Primrose Hill Street,
2012,,primrose̴hill̴street,primrose hill street,
2012,,Priory̴Hall,Priory Hall,
2012,,Quarry̴Wood̴Grove,Quarry Wood Grove,
2012,,Quinton̴Road,Quinton Road,
2012,,raglan̴street,raglan street,
2012,,Ramada̴hotel,Ramada hotel,
2012,," Rear̴of̴Clique,̴Hale̴Street"," Rear of Clique, Hale Street",
2012,," Rear̴Yard,̴Coventry̴Central̴Police̴Station"," Rear Yard, Coventry Central Police Station",
2012,,Ricoh̴Arena,Ricoh Arena,
2012,,Ricoh̴Arena,Ricoh Arena,
2012,,riley̴square,riley square,
2012,,ringway̴queens,ringway queens,
2012,," Roseberry̴Avenue,̴Coventry"," Roseberry Avenue, Coventry",
2012,," Samuel̴Vale̴House,̴St̴Nicholas̴Street"," Samuel Vale House, St Nicholas Street",
2012,," Samuel̴Vale̴House,̴St̴Nicholas̴Street"," Samuel Vale House, St Nicholas Street",
2012,,Sewall̴Highway,Sewall Highway,
2012,,Sewell̴Highway,Sewell Highway,
2012,,sky̴dome,sky dome,
2012,,sky̴dome,sky dome,
2012,,sky̴dome,sky dome,
2012,,sky̴dome,sky dome,
2012,,sky̴dome,sky dome,
2012,,Sky̴Dome,Sky Dome,
2012,," Sky̴Dome,̴Coventry"," Sky Dome, Coventry",
2012,,Skydome,Skydome,
2012,,Skydome,Skydome,
2012,,Skydome,Skydome,
2012,,Skydome̴carpark,Skydome carpark,
2012,,Skydome̴carpark,Skydome carpark,
2012,,Skydome̴carpark,Skydome carpark,
2012,,Skydome̴Complex,Skydome Complex,
2012,,Skydome̴Complex,Skydome Complex,
2012,,skydome̴complex,skydome complex,
2012,,skydome̴complex,skydome complex,
2012,,Skydome̴concourse,Skydome concourse,
2012,,Skydome̴Concourse,Skydome Concourse,
2012,,Skydome̴concourse,Skydome concourse,
2012,,Skydome̴Concourse,Skydome Concourse,
2012,,skydome̴concourse,skydome concourse,
2012,,skydome̴concourse,skydome concourse,
2012,,Skydome̴concourse,Skydome concourse,
2012,," Skydome̴Concourse̴,Coventry."," Skydome Concourse ,Coventry.",
2012,," Skydome̴Concourse̴,Coventry."," Skydome Concourse ,Coventry.",
2012,," Skydome̴concourse,̴Coventry̴city̴centre"," Skydome concourse, Coventry city centre",
2012,," Skydome̴Concourse,̴Coventry."," Skydome Concourse, Coventry.",
2012,,Skydome̴concourse.,Skydome concourse.,
2012,,skydome̴Coventry,skydome Coventry,
2012,,Somerset̴Road,Somerset Road,
2012,,spon̴st̴Coventry,spon st Coventry,
2012,,Spon̴Street,Spon Street,
2012,,Spon̴Street,Spon Street,
2012,,Spon̴Street,Spon Street,
2012,,Spon̴Street,Spon Street,
2012,,spon̴street,spon street,
2012,," Spon̴Street̴,̴Coventry."," Spon Street , Coventry.",
2012,," Spon̴Street,̴Coventry"," Spon Street, Coventry",
2012,," Spon̴Street,̴Coventry"," Spon Street, Coventry",
2012,," Spon̴Street,̴Coventry"," Spon Street, Coventry",
2012,,St̴Patricks̴Road,St Patricks Road,
2012,," st̴thomas̴road,̴longford,̴coventry"," st thomas road, longford, coventry",
2012,," Station̴Square,̴Coventry"," Station Square, Coventry",
2012,," Station̴Square,̴Coventry"," Station Square, Coventry",
2012,," Station̴Square,̴Coventry"," Station Square, Coventry",
2012,,Stoney̴̴Stanton̴rd,Stoney  Stanton rd,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,stoney̴stanton̴road,stoney stanton road,
2012,,tamworth̴road,tamworth road,
2012,," Tanyard̴Close̴,Tanyard̴Farm̴,Coventry."," Tanyard Close ,Tanyard Farm ,Coventry.",
2012,,Tarquin̴Close,Tarquin Close,
2012,,Taxi̴rank̴train̴station̴coventry,Taxi rank train station coventry,
2012,,The̴Burges,The Burges,
2012,,The̴Burgess,The Burgess,
2012,,The̴Burgess,The Burgess,
2012,,The̴Butts,The Butts,
2012,," The̴Castle̴Pub,̴Little̴Park̴St̴,Coventry."," The Castle Pub, Little Park St ,Coventry.",
2012,,The̴Chesils,The Chesils,
2012,,The̴Flying̴Standard̴Public̴House,The Flying Standard Public House,
2012,,The̴Grapes̴ph̴o/s,The Grapes ph o/s,
2012,,Trafalgar̴̴House,Trafalgar  House,
2012,,Trinity̴St,Trinity St,
2012,,Trinity̴Street,Trinity Street,
2012,,Trinity̴Street,Trinity Street,
2012,,Trinity̴Street,Trinity Street,
2012,,UHCW,UHCW,
2012,,University̴hospital,University hospital,
2012,,University̴Hospital̴Coventry,University Hospital Coventry,
2012,," Unniversity̴Hospital,̴Coventry"," Unniversity Hospital, Coventry",
2012,,Upper̴Spon̴Street,Upper Spon Street,
2012,,Victoria̴street,Victoria street,
2012,,Wallace̴Rd,Wallace Rd,
2012,,Walsgrave̴Hospital.,Walsgrave Hospital.,
2012,,walsgrave̴Rd,walsgrave Rd,
2012,,Walsgrave̴Road,Walsgrave Road,
2012,,Warwick̴Rd,Warwick Rd,
2012,,warwick̴row̴coventry,warwick row coventry,
2012,,West̴Avenue,West Avenue,
2012,,wILLENHALL̴laNE,wILLENHALL laNE,
2012,,wILLENHALL̴laNE,wILLENHALL laNE,
2012,,Windsor̴St,Windsor St,
2012,,Windsor̴St,Windsor St,
2012,,Winsor̴Street,Winsor Street,
2012,," Woodway̴Lane̴,Coventry."," Woodway Lane ,Coventry.",
2012,,Wyken̴Croft,Wyken Croft,
2012,,Yardley̴Street,Yardley Street,
2012,Dudley,Hagley̴road̴̴Halesowen,Hagley road  Halesowen,
2012,,Bachelor̴Close,Bachelor Close,
2012,," Bearwood̴Road̴,̴Bearwood"," Bearwood Road , Bearwood",
2012,," Bell̴St,̴Stourbridge"," Bell St, Stourbridge",
2012,," bhan̴Road,"," bhan Road,",
2012,,BHPS̴Front̴Office,BHPS Front Office,
2012,,Birmingham̴New̴Road,Birmingham New Road,
2012,," Birmingham̴Street,̴Stourbridge"," Birmingham Street, Stourbridge",
2012,," Birmingham̴Street,̴Stourbridge"," Birmingham Street, Stourbridge",
2012,," Bridfgnorth̴Road,̴Stourbridge"," Bridfgnorth Road, Stourbridge",
2012,,Brierley̴Hill̴High̴Street,Brierley Hill High Street,
2012,,Bus̴station̴Dudley,Bus station Dudley,
2012,," Bus̴station,̴Merry̴Hill̴Centre"," Bus station, Merry Hill Centre",
2012,," Castle̴Hill,̴Dudley"," Castle Hill, Dudley",
2012,," Castle̴Hill,̴Dudley"," Castle Hill, Dudley",
2012,,Charles̴Ave,Charles Ave,
2012,," Church̴St,̴B̴hill"," Church St, B hill",
2012,," Church̴St,̴Stourbridge"," Church St, Stourbridge",
2012,,Cinder̴Bank̴Dudley,Cinder Bank Dudley,
2012,,Clifton̴PH̴Sedgley,Clifton PH Sedgley,
2012,,clydesdale̴tower,clydesdale tower,
2012,,Cobden̴Street,Cobden Street,
2012,,Corbett̴Crescent̴Stourbridge,Corbett Crescent Stourbridge,
2012,,coventry̴street,coventry street,
2012,," Delph̴Rd,̴B̴Hill"," Delph Rd, B Hill",
2012,,dingle̴road̴dudley,dingle road dudley,
2012,,Dudley̴Bus̴station,Dudley Bus station,
2012,,dudley̴high̴street,dudley high street,
2012,,Dudley̴police̴station,Dudley police station,
2012,," Envill̴Street̴,̴Stourbridge"," Envill Street , Stourbridge",
2012,,Enville̴Street̴Stourbridge,Enville Street Stourbridge,
2012,,front̴office̴brierley̴hill̴police̴station,front office brierley hill police station,
2012,,Gaimage̴Street,Gaimage Street,
2012,,hagley̴road,hagley road,
2012,,Hagley̴Road̴Stourbridge,Hagley Road Stourbridge,
2012,,Halesowen̴bus̴station,Halesowen bus station,
2012,,Halesowen̴bus̴station,Halesowen bus station,
2012,,Halesowen̴police̴station,Halesowen police station,
2012,,Hall̴street̴Dudley,Hall street Dudley,
2012,," harvester,̴hagley̴road"," harvester, hagley road",
2012,," High̴̴Street̴,̴Brierley̴Hill"," High  Street , Brierley Hill",
2012,,high̴st̴bhill,high st bhill,
2012,,High̴St̴Dudley,High St Dudley,
2012,,high̴st̴stourbridge,high st stourbridge,
2012,,high̴st̴stourbridge,high st stourbridge,
2012,," High̴St,̴B̴Hill"," High St, B Hill",
2012,," High̴St,̴Lye"," High St, Lye",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,," High̴St,̴Stourbridge"," High St, Stourbridge",
2012,,high̴street,high street,
2012,,high̴street,high street,
2012,,High̴street,High street,
2012,,High̴street,High street,
2012,,High̴street,High street,
2012,," HIgh̴Street̴,̴Stourbridge"," HIgh Street , Stourbridge",
2012,," High̴Street̴,̴Stourbridge"," High Street , Stourbridge",
2012,," High̴Street̴,̴Stourbridge"," High Street , Stourbridge",
2012,,High̴Street̴Brierley̴Hill,High Street Brierley Hill,
2012,,high̴street̴brierley̴hill,high street brierley hill,
2012,,high̴street̴brierley̴hill,high street brierley hill,
2012,,High̴Street̴stourbridge,High Street stourbridge,
2012,,high̴street̴stourbridge,high street stourbridge,
2012,,high̴street̴stourbridge,high street stourbridge,
2012,,High̴Street̴Stourbridge,High Street Stourbridge,
2012,,High̴Street̴Stourbridge,High Street Stourbridge,
2012,," High̴Street,̴Dudley"," High Street, Dudley",
2012,," High̴Street,̴Lye"," High Street, Lye",
2012,," High̴Street,̴Lye."," High Street, Lye.",
2012,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,," Highland̴Road,̴Dudley"," Highland Road, Dudley",
2012,," Hill̴Street,̴Brierley̴Hill"," Hill Street, Brierley Hill",
2012,,Hillside̴Rd,Hillside Rd,
2012,,Home̴address,Home address,
2012,," Level̴street̴,̴Brierley̴hill"," Level street , Brierley hill",
2012,,lye̴high̴street,lye high street,
2012,,Malvern̴Crescent,Malvern Crescent,
2012,," Market̴St,̴Kford"," Market St, Kford",
2012,,merry̴hill,merry hill,
2012,,New̴St,New St,
2012,,new̴st̴dudley,new st dudley,
2012,,new̴st̴dudley,new st dudley,
2012,," New̴Street,̴Dudley"," New Street, Dudley",
2012,," North̴Street,̴Dudley"," North Street, Dudley",
2012,,Norton̴Road,Norton Road,
2012,,Oakfield̴road̴Wollescote,Oakfield road Wollescote,
2012,,OS̴BHPS,OS BHPS,
2012,,overend̴rd,overend rd,
2012,,park̴road̴netherton,park road netherton,
2012,," Pedmore̴Road,Lye"," Pedmore Road,Lye",
2012,,Quarry̴Bank̴High̴Street,Quarry Bank High Street,
2012,,queens̴way̴halesowen,queens way halesowen,
2012,," Springfield̴Rd,̴Blackheath"," Springfield Rd, Blackheath",
2012,,St̴Michaels̴Street̴West̴Bromwich,St Michaels Street West Bromwich,
2012,,Stourbridge̴High̴ST,Stourbridge High ST,
2012,,Stourbridge̴high̴street,Stourbridge high street,
2012,,stourbridge̴high̴street,stourbridge high street,
2012,,Stourbridge̴High̴Street,Stourbridge High Street,
2012,,stourbridge̴high̴street,stourbridge high street,
2012,,Stourbridge̴High̴Street,Stourbridge High Street,
